"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"5139","ПоЛЭТелИ с нами!","","Синхронное зеркало чемпионата Ленинградской области среди школьников ""ПоЛЭТелИ с нами!""","2018-09-07 14:00:00","2018-09-11 14:00:00","3","12","","36","Синхрон","200","0","Школьные команды играют бесплатно. Команда (площадка) может при желании поощрить организаторов турнира любой суммой по своему усмотрению (donation). ","2018-09-07","","","руб",""
"4928","День физика","","Синхронный турнир ""День физика""","2018-05-11 14:00:00","2018-05-15 14:00:00","3","12","","36","Синхрон","0","","","2018-05-16","","https://vk.com/chgk_in_msu","",""
"4573","Интеллектуальная ворона","Москва","XIII Межрегиональный кубок «Интеллектуальная ворона» - 2018","2018-05-13 12:00:00","2018-05-13 18:00:00","3","15","","45","Обычный","1200","600","Студенческие команды (все игроки родились не ранее 01.09.1994)","","","https://vk.com/hse_vorona","руб","руб"
"1665","Холодная голова","Уфа","","2011-01-04 00:00:00","2011-01-07 00:00:00","3","15","","45","Обычный","","","","","","","",""
"280","Кубок ДоДона","Ростов-на-Дону","","2007-11-03 00:00:00","2007-11-04 00:00:00","","","","","Обычный","","","","","","","",""
"4087","Зеркальная Сова","Ростов-на-Дону","Фестиваль «Зеркальная Сова-2017»","2017-04-16 12:00:00","2017-04-16 18:00:00","4","15","","60","Обычный","1500","","","","","","руб",""
"4098","Чемпионат Ростовской области, лига А","Ростов-на-Дону","Чемпионат Ростовской области 2016/2017, предварительный этап, лига А","2016-12-11 00:00:00","2017-03-12 22:00:00","2","18","","144","Обычный","600","","","","","http://chgk-rostov.ru","руб",""
"5024","Зеркало Кубка Интигры","","Зеркало V Кубка Кишиневского клуба ""Интигра""","2018-06-22 16:00:00","2018-06-26 16:00:00","3","12","","36","Синхрон","2","0","Школьные команды","2018-06-25","","","€",""
"3795","Чемпионат Украины. 2 этап","Тернополь","Чемпионат Украины в высшей и первой лиге, 2 этап","2016-04-16 15:00:00","2016-04-17 13:30:00","6","15","","90","Обычный","25","0","","","","http://luk.org.ua","$",""
"310","Чемпионат Украины. Переходной этап","","","2007-09-22 00:00:00","2007-09-23 00:00:00","","","","","Обычный","","","","","","","",""
"2619","Открытый чемпионат Архангельска","Архангельск","Открытый Чемпионат Архангельска","2013-11-24 00:00:00","2013-11-24 00:00:00","5","12","","60","Региональный","0","","","","","http://narfu.ru/life/community/comm/kit/","",""
"1957","Открытый чемпионат Архангельска","Архангельск","","2011-11-13 00:00:00","2011-11-13 00:00:00","5","12","","60","Региональный","","","","","","","",""
"494","Вологодский областной фестиваль","Вологда","","2009-05-23 00:00:00","2009-05-23 00:00:00","","","","","Обычный","","","","","","","",""
"3785","Кубок Победы, или Ультиматум","Гомель","Кубок Победы, или Ультиматум-14","2016-04-16 12:00:00","2016-04-17 16:00:00","4","15","","60","Обычный","25","0","","","","http://www.victory-cup.info/","$",""
"5050","Мой белый город","","Мой белый город - 2","2018-06-29 19:00:00","2018-07-03 19:00:00","3","12","","36","Синхрон","2","0","Школьные команды","2018-07-03","","","$",""
"4911","За пригоршню вопросов","","Синхронный турнир ""За пригоршню вопросов""","2018-04-20 14:00:00","2018-04-24 14:00:00","3","12","","36","Синхрон","0","","","2018-04-24","","","",""
"4892","Зеркало Коломенских горизонтов","","Зеркало Юношеского турнира ""Коломенские горизонты - 2018"" и V школьного чемпионата Югры по интеллектуальным играм","2018-04-13 14:00:00","2018-04-17 14:00:00","2","18","","36","Синхрон","4","","","2018-04-17","","","$",""
"4773","sin(CIIRON)","","sin(CIIRON)","2018-03-09 19:00:00","2018-03-13 19:00:00","3","12","","36","Синхрон","170","0","Студенческие и школьные команды","2018-03-12","","","руб",""
"4848","Шаровая молния - 3","","Шаровая молния - 3","2018-03-24 09:30:00","2018-03-28 09:29:00","3","12","","36","Синхрон","0","","","2018-03-27","","","",""
"608","Псковское вече","Псков","","2010-03-30 00:00:00","2010-04-01 00:00:00","","","","","Обычный","","","","","","","",""
"4846","Чемпионат США","Нью-Йорк","Фестиваль интеллектуальных игр ""New York Open - 2018"". XXIII Открытый чемпионат США.","2018-03-24 22:00:00","2018-03-25 22:00:00","6","12","","72","Обычный","240","210","Перечислить до 20 марта.","","","http://ny.chgk.info/2018/","$","$"
"3772","Чемпионат США","Миннеаполис","XXI Открытый чемпионат США по ""Что? Где? Когда?""","2016-04-09 14:00:00","2016-04-10 14:00:00","4","15","","60","Обычный","180","0","","","","http://mn2016.chgk.info","$",""
"3084","Беловежская зима","Брест","XVI международный турнир по интеллектуальным играм ""Беловежская Зима 2014""","2014-12-07 10:00:00","2014-12-07 14:00:00","4","15","","60","Обычный","24","0","","","","http://www.belzima.by","$",""
"3031","Чемпионат Минска. Лига Б. Тур второй.","Минск","XX чемпионат Минска по спортивному ""Что? Где? Когда?"". Сезон 2014-2015. Лига Б. Тур второй.","2014-11-10 00:00:00","2014-11-10 00:00:00","2","18","","36","Обычный","0","0","","","","","",""
"2808","Игры доброй воли","Гомель","Открытый турнир ""Гульнi Добрай Волi"" (Игры доброй воли)","2014-02-23 00:00:00","2014-02-23 00:00:00","5","12","","60","Обычный","20","","","","","http://blik.by/gomel/view/332/","$",""
"2629","Кубок Полесья","Гомель","Открытый фестиваль интеллектуальных игр Кубок Полесья","2013-10-12 00:00:00","2013-10-13 00:00:00","4","15","","60","Обычный","20","","","","","http://blik.by/gomel/view/318/","€",""
"2404","День интеллекта","Гродно","","2013-05-26 00:00:00","2013-05-26 00:00:00","4","15","","60","Обычный","","","","","","http://nt.anttim.com/","",""
"2218","Игры Доброй Воли","Гомель","","2013-02-24 00:00:00","2013-02-24 00:00:00","5","12","","60","Обычный","","","","","","","",""
"2247","Кубок Беларуси","","","2012-12-09 00:00:00","2012-12-09 00:00:00","3","15","","45","Синхрон","","","","","","","",""
"2223","Беловежская зима","Брест","","2012-12-01 00:00:00","2012-12-02 00:00:00","4","12","","48","Обычный","","","","","","http://www.belzima.by","",""
"1741","Игры доброй воли","Гомель","","2011-02-27 00:00:00","2011-02-27 00:00:00","3","15","","45","Обычный","","","","","","","",""
"5123","Байкальский фестиваль интеллектуальных игр","Иркутск","XV Международный Байкальский фестиваль интеллектуальных игр","2018-08-18 06:00:00","2018-08-19 14:00:00","6","15","","90","Обычный","4000","","","","","http://IQGa.me","руб",""
"4154","Кубок губернатора Иркутской области","Иркутск","V Кубок губернатора Иркутской области по интеллектуальным играм ","2017-04-01 14:00:00","2017-04-02 14:00:00","6","15","","90","Обычный","2400","","","","","http://iqga.me","руб",""
"3977","Байкальский фестиваль","Иркутск","XIII Межрегиональный турнир «Байкальский фестиваль интеллектуальных игр»","2016-09-10 07:00:00","2016-09-11 13:00:00","6","15","","90","Обычный","2500","0","","","","","руб",""
"3623","Студенческий кубок Иркутска","Иркутск","I Студенческий кубок Иркутска по ""Что? Где? Когда?""","2015-11-29 14:00:00","2015-11-29 18:00:00","4","15","","60","Обычный","500","0","","","","http://IQGa.me","руб",""
"3278","Синхрон Кубка губернатора Иркутской области","","Синхрон III Кубка губернатора Иркутской области по ""Что? Где? Когда?""","2015-04-04 12:00:00","2015-04-08 10:00:00","3","12","","36","Синхрон","6","4","для студенческих команд ","2015-04-04","","http://iqga.me","$","$"
"4479","Зеркало Без единого гвоздя","","Зеркало Без единого гвоздя - 2017","2017-09-01 19:00:00","2017-09-05 19:00:00","3","12","","36","Синхрон","4","0","школьники","2017-08-31","","","$",""
"2115","День физика","Москва","","2012-05-18 00:00:00","2012-05-18 00:00:00","3","12","","36","Обычный","","","","","","","",""
"2131","НеНехрустальная сова","","","2012-05-01 00:00:00","2012-05-10 00:00:00","3","12","","36","Асинхрон","","","","","асинхрон","","",""
"2009","Чемпионат МУБК - Чемпионат Москвы. Вторая лига","Москва","","2012-02-29 00:00:00","2012-04-25 00:00:00","3","15","","45","Региональный","","","","","","","",""
"2079","Межфакультетский кубок МГУ","Москва","","2012-04-19 00:00:00","2012-04-19 00:00:00","3","12","","36","Региональный","","","","","","","",""
"4949","Зеркальный триатлон","","Зеркало очного турнира «Губкинский интеллектуальный триатлон»","2018-05-25 19:00:00","2018-05-29 19:00:00","3","12","","36","Синхрон","360","","","2018-05-29","","","руб",""
